DataTable:,R541C
Date:, December 18 2025 17:11:43
Description:,Combined Primary_DataTable DataTable for group R541C in plate D:\KIC Drive D\Results\Trung_CalBryte_Setup_2_11012025_20251101141157
Channel:,Nucleus
Nucleus Enabled:,true
Nucleus Folder Name:,Dapi
Nucleus Thresholding Method:,SavitskyGolay
Nucleus Sensitivity:,100.0%
Nucleus Filtering Method:,None
Nucleus Filtering Radius:,5
Nucleus Size:,0
Channel:,Reference
Reference Enabled:,true
Reference Folder Name:,CalBryte520
Reference Thresholding Method:,SavitskyGolay
Reference Sensitivity:,100.0%
Reference Filtering Method:,None
Reference Filtering Radius:,1
Reference Size:,0
Channel:,Calcium
Calcium Enabled:,true
Calcium Folder Name:,CalBryte520
Calcium Thresholding Method:,SavitskyGolay
Calcium Sensitivity:,100.0%
Calcium Filtering Method:,None
Calcium Filtering Radius:,1
Calcium Size:,0
Channel:,Voltage
Voltage Enabled:,true
Voltage Folder Name:,CalBryte520
Voltage Thresholding Method:,SavitskyGolay
Voltage Sensitivity:,100.0%
Voltage Filtering Method:,None
Voltage Filtering Radius:,1
Voltage Size:,0
Channel:,TMRM
TMRM Enabled:,true
TMRM Folder Name:,CalBryte520
TMRM Thresholding Method:,SavitskyGolay
TMRM Sensitivity:,100.0%
TMRM Filtering Method:,None
TMRM Filtering Radius:,1
TMRM Size:,0


Legend:, Type, Name, Description, Units, Is Default Visible, Is Id Column, Is Editable

integer,id,ID of each record
string,Well,Name of the well,,true,false,false
integer,Timeslice,Index of the time-slice,,true,false,false
integer,Zslice,Index of the z-slice,,true,false,false
double,Cell Area,Cell Area,Pixels^2,true,false,false
double,Nucleus Area,Nucleus Area,Pixels^2,true,false,false
double,Cell Perimeter,Cell Perimeter,Pixels,true,false,false
double,Nucleus Perimeter,Nucleus Perimeter,Pixels,true,false,false
integer,Cluster,Index of the computational cluster,,true,false,false
integer,Original Primary ID,The ID within the original well.,,true,false,false
string,Label,Label,,true,false,false
string,Dose,Dose,,true,false,false
string,Label(Dose),Label(Dose),,true,false,false
double,Calcium API F(t) (blurRadiusInMsec),Calcium API F(t) (blurRadiusInMsec),,true,false,false
double,Calcium API F(t) (blurRadiusInGridUnits),Calcium API F(t) (blurRadiusInGridUnits),,true,false,false
double,Calcium API F(t) (maximumPeakMaxMinRatio),Calcium API F(t) (maximumPeakMaxMinRatio),,true,false,false
double,Calcium API F(t) (signal),Calcium API F(t) (signal),,true,false,false
double,Calcium API F(t) (noise),Calcium API F(t) (noise),,true,false,false
double,Calcium API F(t) (snr),Calcium API F(t) (snr),,true,false,false
double,Calcium API F(t) (logSNR),Calcium API F(t) (logSNR),,true,false,false
double,Calcium API F(t) (noiseRatio),Calcium API F(t) (noiseRatio),,true,false,false
double,Calcium API F(t) (cellHealth),Calcium API F(t) (cellHealth),,true,false,false
boolean,Calcium API F(t) (isHealthy),Calcium API F(t) (isHealthy),,true,false,false
boolean,Calcium API F(t) (hasTransients),Calcium API F(t) (hasTransients),,true,false,false
double,Calcium API F(t) (numTransients),Calcium API F(t) (numTransients),,true,false,false
boolean,Calcium API F(t) (hasFullTransients),Calcium API F(t) (hasFullTransients),,true,false,false
double,Calcium API F(t) (numFullTransients),Calcium API F(t) (numFullTransients),,true,false,false
double,Calcium API F(t) (numFullTransientsOrNaN),Calcium API F(t) (numFullTransientsOrNaN),,true,false,false
double,Calcium API F(t) (meanFullTransientAmplitude),Calcium API F(t) (meanFullTransientAmplitude),,true,false,false
double,Calcium API F(t) (meanFullTransientAmplitudeOrZero),Calcium API F(t) (meanFullTransientAmplitudeOrZero),,true,false,false
double,Calcium API F(t) (cvFullTransientAmplitude),Calcium API F(t) (cvFullTransientAmplitude),,true,false,false
double,Calcium API F(t) (cvFullTransientAmplitudeOrOne),Calcium API F(t) (cvFullTransientAmplitudeOrOne),,true,false,false
double,Calcium API F(t) (cvTD50),Calcium API F(t) (cvTD50),,true,false,false
double,Calcium API F(t) (cvFullTransientPeriod),Calcium API F(t) (cvFullTransientPeriod),,true,false,false
double,Calcium API F(t) (cvFullTransientBPM),Calcium API F(t) (cvFullTransientBPM),,true,false,false
double,Calcium API F(t) (cvFullTransientBPMOrOne),Calcium API F(t) (cvFullTransientBPMOrOne),,true,false,false
double,Calcium API F(t) (meanFullTransientPeriod),Calcium API F(t) (meanFullTransientPeriod),,true,false,false
double,Calcium API F(t) (sdFullTransientPeriod),Calcium API F(t) (sdFullTransientPeriod),,true,false,false
double,Calcium API F(t) (meanFullTransientBPM),Calcium API F(t) (meanFullTransientBPM),,true,false,false
double,Calcium API F(t) (meanBPMorZero),Calcium API F(t) (meanBPMorZero),,true,false,false
double,Calcium API F(t) (sdFullTransientBPM),Calcium API F(t) (sdFullTransientBPM),,true,false,false
double,Calcium API F(t) (minFullTransientBPM),Calcium API F(t) (minFullTransientBPM),,true,false,false
double,Calcium API F(t) (maxFullTransientBPM),Calcium API F(t) (maxFullTransientBPM),,true,false,false
double,Calcium API F(t) (periodApproximate),Calcium API F(t) (periodApproximate),,true,false,false
double,Calcium API F(t) (bpmApproximate),Calcium API F(t) (bpmApproximate),,true,false,false
double,Calcium API F(t) (autocorrelationAtPeriod),Calcium API F(t) (autocorrelationAtPeriod),,true,false,false
double,Calcium API F(t) (autocorrelationEntropyRatio),Calcium API F(t) (autocorrelationEntropyRatio),,true,false,false
double,Calcium API F(t) (td10),Calcium API F(t) (td10),,true,false,false
double,Calcium API F(t) (td25),Calcium API F(t) (td25),,true,false,false
double,Calcium API F(t) (td30),Calcium API F(t) (td30),,true,false,false
double,Calcium API F(t) (td50),Calcium API F(t) (td50),,true,false,false
double,Calcium API F(t) (td60),Calcium API F(t) (td60),,true,false,false
double,Calcium API F(t) (td75),Calcium API F(t) (td75),,true,false,false
double,Calcium API F(t) (td90),Calcium API F(t) (td90),,true,false,false
double,Calcium API F(t) (td100),Calcium API F(t) (td100),,true,false,false
double,Calcium API F(t) (td10Fridericia),Calcium API F(t) (td10Fridericia),,true,false,false
double,Calcium API F(t) (td25Fridericia),Calcium API F(t) (td25Fridericia),,true,false,false
double,Calcium API F(t) (td30Fridericia),Calcium API F(t) (td30Fridericia),,true,false,false
double,Calcium API F(t) (td50Fridericia),Calcium API F(t) (td50Fridericia),,true,false,false
double,Calcium API F(t) (td60Fridericia),Calcium API F(t) (td60Fridericia),,true,false,false
double,Calcium API F(t) (td75Fridericia),Calcium API F(t) (td75Fridericia),,true,false,false
double,Calcium API F(t) (td90Fridericia),Calcium API F(t) (td90Fridericia),,true,false,false
double,Calcium API F(t) (td100Fridericia),Calcium API F(t) (td100Fridericia),,true,false,false
double,Calcium API F(t) (td10Bazett),Calcium API F(t) (td10Bazett),,true,false,false
double,Calcium API F(t) (td25Bazett),Calcium API F(t) (td25Bazett),,true,false,false
double,Calcium API F(t) (td30Bazett),Calcium API F(t) (td30Bazett),,true,false,false
double,Calcium API F(t) (td50Bazett),Calcium API F(t) (td50Bazett),,true,false,false
double,Calcium API F(t) (td60Bazett),Calcium API F(t) (td60Bazett),,true,false,false
double,Calcium API F(t) (td75Bazett),Calcium API F(t) (td75Bazett),,true,false,false
double,Calcium API F(t) (td90Bazett),Calcium API F(t) (td90Bazett),,true,false,false
double,Calcium API F(t) (td100Bazett),Calcium API F(t) (td100Bazett),,true,false,false
double,Calcium API F(t) (td10Normalized),Calcium API F(t) (td10Normalized),,true,false,false
double,Calcium API F(t) (td25Normalized),Calcium API F(t) (td25Normalized),,true,false,false
double,Calcium API F(t) (td30Normalized),Calcium API F(t) (td30Normalized),,true,false,false
double,Calcium API F(t) (td50Normalized),Calcium API F(t) (td50Normalized),,true,false,false
double,Calcium API F(t) (td60Normalized),Calcium API F(t) (td60Normalized),,true,false,false
double,Calcium API F(t) (td75Normalized),Calcium API F(t) (td75Normalized),,true,false,false
double,Calcium API F(t) (td90Normalized),Calcium API F(t) (td90Normalized),,true,false,false
double,Calcium API F(t) (td100Normalized),Calcium API F(t) (td100Normalized),,true,false,false
double,Calcium API F(t) (upstroke10To100Time),Calcium API F(t) (upstroke10To100Time),,true,false,false
double,Calcium API F(t) (upstroke20To100Time),Calcium API F(t) (upstroke20To100Time),,true,false,false
double,Calcium API F(t) (upstroke30To100Time),Calcium API F(t) (upstroke30To100Time),,true,false,false
double,Calcium API F(t) (upstroke40To100Time),Calcium API F(t) (upstroke40To100Time),,true,false,false
double,Calcium API F(t) (upstroke10To90Time),Calcium API F(t) (upstroke10To90Time),,true,false,false
double,Calcium API F(t) (upstroke20To90Time),Calcium API F(t) (upstroke20To90Time),,true,false,false
double,Calcium API F(t) (upstroke30To90Time),Calcium API F(t) (upstroke30To90Time),,true,false,false
double,Calcium API F(t) (upstroke40To90Time),Calcium API F(t) (upstroke40To90Time),,true,false,false
double,Calcium API F(t) (downstroke100To10Time),Calcium API F(t) (downstroke100To10Time),,true,false,false
double,Calcium API F(t) (downstroke100To20Time),Calcium API F(t) (downstroke100To20Time),,true,false,false
double,Calcium API F(t) (downstroke100To30Time),Calcium API F(t) (downstroke100To30Time),,true,false,false
double,Calcium API F(t) (downstroke100To40Time),Calcium API F(t) (downstroke100To40Time),,true,false,false
double,Calcium API F(t) (downstroke90To10Time),Calcium API F(t) (downstroke90To10Time),,true,false,false
double,Calcium API F(t) (downstroke90To20Time),Calcium API F(t) (downstroke90To20Time),,true,false,false
double,Calcium API F(t) (downstroke90To30Time),Calcium API F(t) (downstroke90To30Time),,true,false,false
double,Calcium API F(t) (downstroke90To40Time),Calcium API F(t) (downstroke90To40Time),,true,false,false
double,Calcium API F(t) (downstroke75To25Time),Calcium API F(t) (downstroke75To25Time),,true,false,false
string,Calcium API F(t) (onsetTimes),Calcium API F(t) (onsetTimes),,true,false,false
double,Calcium API F(t) (meanMaxMinRatio),Calcium API F(t) (meanMaxMinRatio),,true,false,false
double,Calcium API F(t) (meanMinValue),Calcium API F(t) (meanMinValue),,true,false,false
double,Calcium API F(t) (meanMaxValue),Calcium API F(t) (meanMaxValue),,true,false,false
double,Calcium API F(t) (meanRelativeVelocitySigma),Calcium API F(t) (meanRelativeVelocitySigma),,true,false,false
double,Calcium API F(t) (meanTransientIntegral),Calcium API F(t) (meanTransientIntegral),,true,false,false
double,Calcium API F(t) (meanTransientIntegralNorm),Calcium API F(t) (meanTransientIntegralNorm),,true,false,false
double,Calcium API F(t) (meanTransientSum),Calcium API F(t) (meanTransientSum),,true,false,false
double,Calcium API F(t) (meanTransientSumNorm),Calcium API F(t) (meanTransientSumNorm),,true,false,false
double,Calcium API F(t) (meanTimeOnsetToPeak),Calcium API F(t) (meanTimeOnsetToPeak),,true,false,false
double,Calcium API F(t) (meanRiseTime),Calcium API F(t) (meanRiseTime),,true,false,false
double,Calcium API F(t) (meanDecayTime),Calcium API F(t) (meanDecayTime),,true,false,false
double,Calcium API F(t) (meanUpstrokeTime),Calcium API F(t) (meanUpstrokeTime),,true,false,false
double,Calcium API F(t) (meanUpstrokeVelocity),Calcium API F(t) (meanUpstrokeVelocity),,true,false,false
double,Calcium API F(t) (meanUpstrokeNormedVelocity),Calcium API F(t) (meanUpstrokeNormedVelocity),,true,false,false
double,Calcium API F(t) (meanDownstrokeTime),Calcium API F(t) (meanDownstrokeTime),,true,false,false
double,Calcium API F(t) (meanDownstrokeVelocity),Calcium API F(t) (meanDownstrokeVelocity),,true,false,false
double,Calcium API F(t) (meanDownstrokeNormedVelocity),Calcium API F(t) (meanDownstrokeNormedVelocity),,true,false,false
double,Calcium API F(t) (upstrokeRatio501001050),Calcium API F(t) (upstrokeRatio501001050),,true,false,false
double,Calcium API F(t) (triangulationRMS90Upstroke),Calcium API F(t) (triangulationRMS90Upstroke),,true,false,false
double,Calcium API F(t) (td3090),Calcium API F(t) (td3090),,true,false,false
double,Calcium API F(t) (triangulation903030),Calcium API F(t) (triangulation903030),,true,false,false
double,Calcium API F(t) (triangulationRMS90),Calcium API F(t) (triangulationRMS90),,true,false,false
double,Calcium API F(t) (td90Minus30),Calcium API F(t) (td90Minus30),,true,false,false
double,Calcium API F(t) (meanPaddedTransientPCC),Calcium API F(t) (meanPaddedTransientPCC),,true,false,false
double,Calcium API F(t) (meanExtendedTransientPCC),Calcium API F(t) (meanExtendedTransientPCC),,true,false,false
double,Calcium Stretch F(t) (blurRadiusInMsec),Calcium Stretch F(t) (blurRadiusInMsec),,true,false,false
double,Calcium Stretch F(t) (blurRadiusInGridUnits),Calcium Stretch F(t) (blurRadiusInGridUnits),,true,false,false
double,Calcium Stretch F(t) (maximumPeakMaxMinRatio),Calcium Stretch F(t) (maximumPeakMaxMinRatio),,true,false,false
double,Calcium Stretch F(t) (signal),Calcium Stretch F(t) (signal),,true,false,false
double,Calcium Stretch F(t) (noise),Calcium Stretch F(t) (noise),,true,false,false
double,Calcium Stretch F(t) (snr),Calcium Stretch F(t) (snr),,true,false,false
double,Calcium Stretch F(t) (logSNR),Calcium Stretch F(t) (logSNR),,true,false,false
double,Calcium Stretch F(t) (noiseRatio),Calcium Stretch F(t) (noiseRatio),,true,false,false
double,Calcium Stretch F(t) (cellHealth),Calcium Stretch F(t) (cellHealth),,true,false,false
boolean,Calcium Stretch F(t) (isHealthy),Calcium Stretch F(t) (isHealthy),,true,false,false
boolean,Calcium Stretch F(t) (hasTransients),Calcium Stretch F(t) (hasTransients),,true,false,false
double,Calcium Stretch F(t) (numTransients),Calcium Stretch F(t) (numTransients),,true,false,false
boolean,Calcium Stretch F(t) (hasFullTransients),Calcium Stretch F(t) (hasFullTransients),,true,false,false
double,Calcium Stretch F(t) (numFullTransients),Calcium Stretch F(t) (numFullTransients),,true,false,false
double,Calcium Stretch F(t) (numFullTransientsOrNaN),Calcium Stretch F(t) (numFullTransientsOrNaN),,true,false,false
double,Calcium Stretch F(t) (meanFullTransientAmplitude),Calcium Stretch F(t) (meanFullTransientAmplitude),,true,false,false
double,Calcium Stretch F(t) (meanFullTransientAmplitudeOrZero),Calcium Stretch F(t) (meanFullTransientAmplitudeOrZero),,true,false,false
double,Calcium Stretch F(t) (cvFullTransientAmplitude),Calcium Stretch F(t) (cvFullTransientAmplitude),,true,false,false
double,Calcium Stretch F(t) (cvFullTransientAmplitudeOrOne),Calcium Stretch F(t) (cvFullTransientAmplitudeOrOne),,true,false,false
double,Calcium Stretch F(t) (cvTD50),Calcium Stretch F(t) (cvTD50),,true,false,false
double,Calcium Stretch F(t) (cvFullTransientPeriod),Calcium Stretch F(t) (cvFullTransientPeriod),,true,false,false
double,Calcium Stretch F(t) (cvFullTransientBPM),Calcium Stretch F(t) (cvFullTransientBPM),,true,false,false
double,Calcium Stretch F(t) (cvFullTransientBPMOrOne),Calcium Stretch F(t) (cvFullTransientBPMOrOne),,true,false,false
double,Calcium Stretch F(t) (meanFullTransientPeriod),Calcium Stretch F(t) (meanFullTransientPeriod),,true,false,false
double,Calcium Stretch F(t) (sdFullTransientPeriod),Calcium Stretch F(t) (sdFullTransientPeriod),,true,false,false
double,Calcium Stretch F(t) (meanFullTransientBPM),Calcium Stretch F(t) (meanFullTransientBPM),,true,false,false
double,Calcium Stretch F(t) (meanBPMorZero),Calcium Stretch F(t) (meanBPMorZero),,true,false,false
double,Calcium Stretch F(t) (sdFullTransientBPM),Calcium Stretch F(t) (sdFullTransientBPM),,true,false,false
double,Calcium Stretch F(t) (minFullTransientBPM),Calcium Stretch F(t) (minFullTransientBPM),,true,false,false
double,Calcium Stretch F(t) (maxFullTransientBPM),Calcium Stretch F(t) (maxFullTransientBPM),,true,false,false
double,Calcium Stretch F(t) (periodApproximate),Calcium Stretch F(t) (periodApproximate),,true,false,false
double,Calcium Stretch F(t) (bpmApproximate),Calcium Stretch F(t) (bpmApproximate),,true,false,false
double,Calcium Stretch F(t) (autocorrelationAtPeriod),Calcium Stretch F(t) (autocorrelationAtPeriod),,true,false,false
double,Calcium Stretch F(t) (autocorrelationEntropyRatio),Calcium Stretch F(t) (autocorrelationEntropyRatio),,true,false,false
double,Calcium Stretch F(t) (td10),Calcium Stretch F(t) (td10),,true,false,false
double,Calcium Stretch F(t) (td25),Calcium Stretch F(t) (td25),,true,false,false
double,Calcium Stretch F(t) (td30),Calcium Stretch F(t) (td30),,true,false,false
double,Calcium Stretch F(t) (td50),Calcium Stretch F(t) (td50),,true,false,false
double,Calcium Stretch F(t) (td60),Calcium Stretch F(t) (td60),,true,false,false
double,Calcium Stretch F(t) (td75),Calcium Stretch F(t) (td75),,true,false,false
double,Calcium Stretch F(t) (td90),Calcium Stretch F(t) (td90),,true,false,false
double,Calcium Stretch F(t) (td100),Calcium Stretch F(t) (td100),,true,false,false
double,Calcium Stretch F(t) (td10Fridericia),Calcium Stretch F(t) (td10Fridericia),,true,false,false
double,Calcium Stretch F(t) (td25Fridericia),Calcium Stretch F(t) (td25Fridericia),,true,false,false
double,Calcium Stretch F(t) (td30Fridericia),Calcium Stretch F(t) (td30Fridericia),,true,false,false
double,Calcium Stretch F(t) (td50Fridericia),Calcium Stretch F(t) (td50Fridericia),,true,false,false
double,Calcium Stretch F(t) (td60Fridericia),Calcium Stretch F(t) (td60Fridericia),,true,false,false
double,Calcium Stretch F(t) (td75Fridericia),Calcium Stretch F(t) (td75Fridericia),,true,false,false
double,Calcium Stretch F(t) (td90Fridericia),Calcium Stretch F(t) (td90Fridericia),,true,false,false
double,Calcium Stretch F(t) (td100Fridericia),Calcium Stretch F(t) (td100Fridericia),,true,false,false
double,Calcium Stretch F(t) (td10Bazett),Calcium Stretch F(t) (td10Bazett),,true,false,false
double,Calcium Stretch F(t) (td25Bazett),Calcium Stretch F(t) (td25Bazett),,true,false,false
double,Calcium Stretch F(t) (td30Bazett),Calcium Stretch F(t) (td30Bazett),,true,false,false
double,Calcium Stretch F(t) (td50Bazett),Calcium Stretch F(t) (td50Bazett),,true,false,false
double,Calcium Stretch F(t) (td60Bazett),Calcium Stretch F(t) (td60Bazett),,true,false,false
double,Calcium Stretch F(t) (td75Bazett),Calcium Stretch F(t) (td75Bazett),,true,false,false
double,Calcium Stretch F(t) (td90Bazett),Calcium Stretch F(t) (td90Bazett),,true,false,false
double,Calcium Stretch F(t) (td100Bazett),Calcium Stretch F(t) (td100Bazett),,true,false,false
double,Calcium Stretch F(t) (td10Normalized),Calcium Stretch F(t) (td10Normalized),,true,false,false
double,Calcium Stretch F(t) (td25Normalized),Calcium Stretch F(t) (td25Normalized),,true,false,false
double,Calcium Stretch F(t) (td30Normalized),Calcium Stretch F(t) (td30Normalized),,true,false,false
double,Calcium Stretch F(t) (td50Normalized),Calcium Stretch F(t) (td50Normalized),,true,false,false
double,Calcium Stretch F(t) (td60Normalized),Calcium Stretch F(t) (td60Normalized),,true,false,false
double,Calcium Stretch F(t) (td75Normalized),Calcium Stretch F(t) (td75Normalized),,true,false,false
double,Calcium Stretch F(t) (td90Normalized),Calcium Stretch F(t) (td90Normalized),,true,false,false
double,Calcium Stretch F(t) (td100Normalized),Calcium Stretch F(t) (td100Normalized),,true,false,false
double,Calcium Stretch F(t) (upstroke10To100Time),Calcium Stretch F(t) (upstroke10To100Time),,true,false,false
double,Calcium Stretch F(t) (upstroke20To100Time),Calcium Stretch F(t) (upstroke20To100Time),,true,false,false
double,Calcium Stretch F(t) (upstroke30To100Time),Calcium Stretch F(t) (upstroke30To100Time),,true,false,false
double,Calcium Stretch F(t) (upstroke40To100Time),Calcium Stretch F(t) (upstroke40To100Time),,true,false,false
double,Calcium Stretch F(t) (upstroke10To90Time),Calcium Stretch F(t) (upstroke10To90Time),,true,false,false
double,Calcium Stretch F(t) (upstroke20To90Time),Calcium Stretch F(t) (upstroke20To90Time),,true,false,false
double,Calcium Stretch F(t) (upstroke30To90Time),Calcium Stretch F(t) (upstroke30To90Time),,true,false,false
double,Calcium Stretch F(t) (upstroke40To90Time),Calcium Stretch F(t) (upstroke40To90Time),,true,false,false
double,Calcium Stretch F(t) (downstroke100To10Time),Calcium Stretch F(t) (downstroke100To10Time),,true,false,false
double,Calcium Stretch F(t) (downstroke100To20Time),Calcium Stretch F(t) (downstroke100To20Time),,true,false,false
double,Calcium Stretch F(t) (downstroke100To30Time),Calcium Stretch F(t) (downstroke100To30Time),,true,false,false
double,Calcium Stretch F(t) (downstroke100To40Time),Calcium Stretch F(t) (downstroke100To40Time),,true,false,false
double,Calcium Stretch F(t) (downstroke90To10Time),Calcium Stretch F(t) (downstroke90To10Time),,true,false,false
double,Calcium Stretch F(t) (downstroke90To20Time),Calcium Stretch F(t) (downstroke90To20Time),,true,false,false
