Sample,ROI,Amplitude_mean,Amplitude_std,APD50_s_mean,APD50_s_std,APD90_s_mean,APD90_s_std,APD50_90_Ratio_mean,APD50_90_Ratio_std,Upstroke_Time_s_mean,Upstroke_Time_s_std,Repolarization_Time_s_mean,Repolarization_Time_s_std
CRISPH222P_PreISO009,#5 (Mono - Tx Red),0.011362041,0.000344464,0.2676875,0.021752299,0.3998125,0.032747964,0.673119102,0.070407587,0.0926875,0.018916373,5.5361875,2.899064176
CRISPH222P_PreISO009,#6 (Mono - Tx Red),0.013272039,0.000466358,0.2633125,0.022872746,0.3490625,0.025678704,0.75559117,0.054548675,0.0858125,0.014882736,5.1389375,3.157507043
CRISPH222P_PreISO009,#7 (Mono - Tx Red),0.011054349,0.000357114,0.2683125,0.021287614,0.369625,0.042896581,0.732273741,0.07943336,0.08325,0.015347095,5.3709375,3.085736205
CRISPH222P_PreISO009,#8 (Mono - Tx Red),0.02110223,0.000444674,0.2689375,0.020107938,0.39725,0.031522479,0.681044639,0.073932015,0.086375,0.012032595,5.0044375,2.973251194
CRISPH222P_PreISO009,#9 (Mono - Tx Red),0.010213267,0.000627895,0.26625,0.021054583,0.461333333,0.056314593,0.586212287,0.095815967,0.074416667,0.01239104,4.316666667,2.713324574
CRISPH222P_PreISO009,#10 (Mono - Tx Red),0.01292457,0.000388071,0.268470588,0.024062724,0.385705882,0.05322918,0.70443915,0.086366649,0.088882353,0.022610513,4.992705882,2.969380802
CRISPH222P_PreISO010,#1 (Mono - Tx Red),0.008868772,0.000640741,0.257285714,0.017843027,0.358142857,0.044786428,0.730832823,0.114071273,0.095071429,0.021663384,5.119642857,3.09656896
CRISPH222P_PreISO010,#2 (Mono - Tx Red),0.007361102,0.000525577,0.263727273,0.016876557,0.391090909,0.060917082,0.692922495,0.134644002,0.097272727,0.020045403,5.807090909,2.764590113
CRISPH222P_PreISO010,#3 (Mono - Tx Red),0.00693744,0.000193464,0.247545455,0.029149146,0.334909091,0.049233027,0.745342879,0.081210633,0.092818182,0.015078582,5.225909091,3.189107099
CRISPH222P_PreISO010,#4 (Mono - Tx Red),0.008046853,0.000324302,0.2528,0.028864709,0.358133333,0.041550085,0.709434642,0.070628953,0.096666667,0.015430335,5.159866667,3.026088514
CRISPH222P_PreISO010,#5 (Mono - Tx Red),0.007762049,0.000483089,0.258411765,0.021851942,0.336117647,0.029609716,0.773709822,0.085406363,0.100647059,0.01856388,5.092705882,2.904435977
CRISPH222P_PreISO010,#6 (Mono - Tx Red),0.007316261,0.000395116,0.251769231,0.021568317,0.336384615,0.033878554,0.752641292,0.074906208,0.098538462,0.015740687,4.862153846,3.29151049
CRISPH222P_PreISO010,#7 (Mono - Tx Red),0.008240148,0.00036142,0.257125,0.029042211,0.3759375,0.063624386,0.696876875,0.110700763,0.0900625,0.014562366,5.369125,2.86452851
CRISPH222P_PreISO010,#8 (Mono - Tx Red),0.008769395,0.000440518,0.255470588,0.024127571,0.349588235,0.046192611,0.740366864,0.099602072,0.104176471,0.020038199,5.082058824,2.968657977
CRISPH222P_PreISO010,#9 (Mono - Tx Red),0.007718767,0.000458708,0.253416667,0.033194902,0.351833333,0.046555604,0.72667571,0.092175052,0.092583333,0.015376832,5.088,2.950124959
CRISPH222P_PreISO010,#10 (Mono - Tx Red),0.006882997,0.000639885,0.263785714,0.027959252,0.400214286,0.065961735,0.672571854,0.107058099,0.100857143,0.017257583,4.980857143,2.952711814
CRISPH222P_PreISO011,#1 (Mono - Tx Red),0.009548805,0.000384445,0.25975,0.019034249,0.35435,0.028972355,0.734592184,0.040908672,0.12265,0.02110444,5.0834,2.80018096
CRISPH222P_PreISO011,#2 (Mono - Tx Red),0.009557135,0.000418091,0.2613,0.022725131,0.35035,0.028731562,0.746502883,0.041188352,0.13065,0.023702709,5.0834,2.792367556
CRISPH222P_PreISO011,#3 (Mono - Tx Red),0.0088359,0.000538943,0.259,0.027593691,0.358055556,0.04586229,0.728780037,0.073908744,0.123944444,0.02230925,4.753666667,2.688046612
CRISPH222P_PreISO011,#4 (Mono - Tx Red),0.008819456,0.000472666,0.259285714,0.029098355,0.353666667,0.038408766,0.735218858,0.058309302,0.122,0.029238673,5.277904762,2.85077477
CRISPH222P_PreISO011,#5 (Mono - Tx Red),0.009861677,0.000538936,0.259,0.024749411,0.3585,0.036814852,0.726730821,0.073096453,0.12575,0.020547506,4.35525,2.622252963
CRISPH222P_PreISO011,#6 (Mono - Tx Red),0.009567823,0.00051903,0.26352381,0.023794157,0.375095238,0.045520221,0.710181082,0.088076068,0.126285714,0.026126888,5.28647619,2.852547697
CRISPH222P_PreISO011,#7 (Mono - Tx Red),0.00788381,0.000382122,0.253071429,0.02513185,0.332428571,0.036502296,0.765288765,0.072441908,0.123714286,0.019112737,4.865214286,2.707046252
CRISPH222P_PreISO011,#8 (Mono - Tx Red),0.009173938,0.000509594,0.259055556,0.025445379,0.345277778,0.035183227,0.753246515,0.062060388,0.123388889,0.023052724,4.679722222,2.646586476
CRISPH222P_PreISO011,#9 (Mono - Tx Red),0.007532624,0.000479549,0.264866667,0.021091185,0.371533333,0.038552129,0.716207885,0.052965486,0.131466667,0.022693192,4.848333333,2.505004895
CRISPH222P_PreISO011,#10 (Mono - Tx Red),0.00866099,0.000448004,0.252944444,0.017264286,0.356388889,0.034119408,0.714527516,0.069356475,0.1195,0.019184093,5.062222222,2.899834307
P2A_PostISO,#1 (Mono - Tx Red),0.00760346,0.000869014,0.233333333,0.092915732,0.750333333,0.100500415,0.304800587,0.082140565,0.103333333,0.058594653,5.447333333,2.052205237
P2A_PostISO,#2 (Mono - Tx Red),0.005134687,0.000823977,0.26025,0.076856468,0.34775,0.075764438,0.750419066,0.170593139,0.085,0.01,6.41,2.352001276
P2A_PostISO,#3 (Mono - Tx Red),0.008108872,0.00052198,0.255666667,0.015858752,0.341333333,0.049681485,0.758961852,0.088086255,0.102222222,0.024888641,5.517555556,3.410999967
P2A_PostISO,#4 (Mono - Tx Red),0.003811492,0.001511133,0.13,0.017888544,0.173333333,0.023380904,0.754398148,0.096298856,0.081666667,0.019407902,3.772833333,2.884021735
P2A_PostISO,#5 (Mono - Tx Red),0.009662084,0.000451581,0.2582,0.051828564,0.7266,0.058662595,0.352632168,0.049293343,0.114,0.035071356,4.6436,3.375108265
P2A_PostISO,#6 (Mono - Tx Red),0.005847193,0.001121797,0.590333333,0.043015501,0.704,0.015394804,0.838089551,0.048120856,0.13,0.055677644,5.014,3.027012388
P2A_PostISO,#7 (Mono - Tx Red),0.006545759,0.001125571,0.1725,0.012817399,0.22375,0.013024702,0.771513269,0.044808799,0.07625,0.01767767,4.78475,3.120562667
P2A_PostISO,#8 (Mono - Tx Red),0.008291633,0.001453335,0.307285714,0.064793812,0.769142857,0.042893001,0.397216199,0.062006928,0.098571429,0.018644545,4.494857143,2.834550019
P2A_PostISO,#9 (Mono - Tx Red),0.018808873,0.000273075,0.320333333,0.155885642,0.600333333,0.036473735,0.545512495,0.301583976,0.093333333,0.02081666,5.510666667,3.789490775
P2A_PostISO,#10 (Mono - Tx Red),0.007194366,0.001297525,0.2,0.028284271,0.285,0.06363961,0.708333333,0.058925565,0.145,0.007071068,4.013,3.58078874
P2A_PostISO001,#1 (Mono - Tx Red),0.007633273,0.001385129,0.261833333,0.036608287,0.874166667,0.186247595,0.307049298,0.046493702,0.088333333,0.027141604,4.698666667,3.111629777
P2A_PostISO001,#2 (Mono - Tx Red),0.005935301,0.000268384,0.2762,0.011497826,0.7108,0.102250672,0.395857641,0.065768685,0.1042,0.023199138,6.5992,2.565325749
P2A_PostISO001,#3 (Mono - Tx Red),0.012643991,0.001747147,0.2731,0.049469295,0.3373,0.049676845,0.808077484,0.073274719,0.117,0.036530049,4.6325,3.087454876
P2A_PostISO001,#4 (Mono - Tx Red),0.010119325,0.001230288,0.2784,0.024027068,0.4926,0.119194379,0.593829089,0.153733198,0.1122,0.033454447,5.8846,2.84303083
P2A_PostISO001,#5 (Mono - Tx Red),0.01102028,0.000502271,0.26275,0.01454795,0.673,0.077396936,0.393797729,0.03918288,0.091375,0.021599851,5.94825,2.702144902
P2A_PostISO001,#6 (Mono - Tx Red),0.003448594,0.001641862,0.256666667,0.09504385,0.493666667,0.127985676,0.513638969,0.110811128,0.073333333,0.015275252,4.31,2.091881689
P2A_PostISO001,#7 (Mono - Tx Red),0.005831994,0.0003353,0.3455,0.064346717,0.3755,0.064346717,0.918916001,0.013894778,0.16,0.084852814,4.4085,3.063893683
P2A_PostISO001,#8 (Mono - Tx Red),0.009006891,0.001551739,0.4405,0.073123184,0.76575,0.105846981,0.596199218,0.204028875,0.103,0.03144307,5.917,2.956885636
P2A_PostISO001,#9 (Mono - Tx Red),0.00647672,0.000963032,0.255857143,0.030057881,0.324571429,0.050225681,0.795081177,0.078720612,0.094285714,0.007867958,4.197571429,2.594980402
P2A_PostISO001,#10 (Mono - Tx Red),0.008948447,0.001372623,0.44025,0.267208252,0.98325,0.052538081,0.459147466,0.309354318,0.1475,0.005,4.4685,2.241080915
P2A_PostISO002,#1 (Mono - Tx Red),0.00513549,0.000481758,0.1925,0.051881275,0.2775,0.015,0.690563906,0.161329265,0.085,0.017320508,5.44925,3.707822036
P2A_PostISO002,#2 (Mono - Tx Red),0.010894843,0.000434198,0.237,0.015394804,0.310333333,0.01761628,0.763549835,0.015822314,0.103666667,0.021221059,4.943666667,1.996517551
P2A_PostISO002,#4 (Mono - Tx Red),0.017753367,0.0016096,0.364571429,0.044862223,0.844714286,0.030516194,0.433444947,0.067464409,0.174285714,0.013972763,5.405428571,3.104177661
P2A_PostISO002,#5 (Mono - Tx Red),0.00501437,0.00073177,0.224714286,0.029573154,0.286142857,0.03936762,0.78946555,0.083046768,0.091714286,0.034596311,4.101714286,3.331330301
P2A_PostISO002,#6 (Mono - Tx Red),0.005869005,0.000931007,0.20025,0.024226363,0.24525,0.034013478,0.818449022,0.035693195,0.08275,0.009844626,5.68925,3.110301419
P2A_PostISO002,#7 (Mono - Tx Red),0.015273164,0.000828225,0.3062,0.03212787,0.9506,0.033694213,0.321720766,0.025540451,0.164,0.011401754,7.1094,1.945530468
P2A_PostISO002,#8 (Mono - Tx Red),0.007262889,0.000303546,0.173333333,0.029439203,0.250333333,0.027789686,0.689770125,0.04979454,0.081666667,0.026394444,6.411666667,2.739442985
P2A_PostISO002,#9 (Mono - Tx Red),0.005693479,0.000574519,0.365,0.007071068,0.6055,0.020506097,0.602955625,0.008741864,0.1,0.014142136,8.2715,1.436133873
P2A_PostISO002,#10 (Mono - Tx Red),0.007571332,0.000255449,0.206375,0.030881976,0.269,0.018260027,0.765011497,0.084480972,0.083875,0.022235348,4.551,2.672885065
P2A_PostISO003,#1 (Mono - Tx Red),0.008930129,0.00374258,0.222444444,0.056267466,0.304777778,0.045411391,0.722510488,0.095870169,0.085666667,0.032733775,5.523111111,2.363112801
P2A_PostISO003,#2 (Mono - Tx Red),0.011135208,0.000747566,0.268571429,0.013451854,0.401428571,0.060395522,0.678064995,0.071635366,0.101428571,0.031320159,6.317428571,2.132215503
P2A_PostISO003,#3 (Mono - Tx Red),0.009140112,0.000531878,0.250142857,0.034256039,0.317285714,0.023767725,0.788865831,0.094190922,0.087142857,0.021380899,5.844428571,2.021975755
P2A_PostISO003,#4 (Mono - Tx Red),0.006875063,0.000470722,0.285,0.061373175,0.3525,0.055602758,0.803018099,0.063657469,0.1075,0.033040379,7.51575,1.396421946
P2A_PostISO003,#5 (Mono - Tx Red),0.010589306,0.003823648,0.318714286,0.076756573,0.384428571,0.059475085,0.819401841,0.076542163,0.111571429,0.035878764,5.271142857,2.61071468
P2A_PostISO003,#6 (Mono - Tx Red),0.007691496,0.004356011,0.5704,0.275100527,0.9186,0.104896616,0.604398658,0.208239794,0.1444,0.071633093,5.428,2.315492928
P2A_PostISO003,#7 (Mono - Tx Red),0.00752963,9.43472E-05,0.315,0.035355339,0.47,0.042426407,0.669545455,0.01478496,0.135,0.021213203,4.7935,5.038135816
P2A_PostISO003,#8 (Mono - Tx Red),0.010816005,0.000658792,0.251571429,0.026088677,0.328714286,0.014772884,0.765486238,0.07439766,0.09,0.023094011,5.062428571,2.655181215
P2A_PostISO003,#9 (Mono - Tx Red),0.007068105,0.000416348,0.2635,0.034197953,0.356833333,0.042049574,0.744297582,0.10606852,0.09,0.029664794,5.877833333,2.365948809
P2A_PostISO003,#10 (Mono - Tx Red),0.010043853,0.000643032,0.2562,0.015401299,0.3162,0.019929877,0.811620255,0.052242698,0.074,0.015165751,5.0118,1.863503609
P2A_PostISO004,#1 (Mono - Tx Red),0.011512724,0.007163577,0.417,0.14211615,0.627,0.123559702,0.674967867,0.214085493,0.103666667,0.039878984,4.216333333,1.527757943
P2A_PostISO004,#2 (Mono - Tx Red),0.010031765,0.000994259,0.268666667,0.032284155,0.342,0.043904442,0.788256255,0.066981218,0.101833333,0.029667603,6.988666667,2.766931272
P2A_PostISO004,#3 (Mono - Tx Red),0.006538689,0.000246313,0.265166667,0.020884604,0.395333333,0.041403704,0.676408088,0.085823838,0.085,0.016431677,6.6385,3.397226148
P2A_PostISO004,#4 (Mono - Tx Red),0.005681016,0.001669995,0.216625,0.046647424,0.332875,0.07562773,0.659188178,0.127154069,0.116375,0.048367455,5.598,2.878873242
P2A_PostISO004,#5 (Mono - Tx Red),0.006464116,0.001580807,0.244666667,0.047678612,0.302555556,0.0364764,0.802137414,0.086618696,0.096888889,0.02611247,6.406,2.787043954
P2A_PostISO004,#6 (Mono - Tx Red),0.008321593,0.000830157,0.33775,0.035780581,0.45525,0.02510478,0.740483399,0.037999992,0.11025,0.024904819,5.0865,2.427072654
P2A_PostISO004,#7 (Mono - Tx Red),0.004966128,0.002441558,0.2962,0.100484825,0.3282,0.089393512,0.891312508,0.054362808,0.1022,0.037738574,4.8816,2.945723646
P2A_PostISO004,#8 (Mono - Tx Red),0.00825801,0.000447947,0.26025,0.023547824,0.33025,0.048962814,0.79589689,0.076258671,0.085125,0.015994977,6.201,3.016544239
P2A_PostISO004,#9 (Mono - Tx Red),0.007315168,0.000832817,0.285,0.012909944,0.7455,0.101326206,0.387266353,0.051346656,0.1075,0.018929694,5.912,3.245113557
P2A_PostISO004,#10 (Mono - Tx Red),0.008904916,0.00086872,0.26275,0.028698142,0.31275,0.041835989,0.842120494,0.023882256,0.08775,0.009673848,4.78625,3.111431544
P2A_PostISO005,#1 (Mono - Tx Red),0.020428261,0.000400798,0.2884,0.018769656,0.4244,0.021593981,0.679831202,0.036162996,0.0802,0.015498387,5.5602,3.476554142
P2A_PostISO005,#2 (Mono - Tx Red),0.017754657,0.002005449,0.250666667,0.026652079,0.347333333,0.030664855,0.721013777,0.015870788,0.093666667,0.022810816,3.843,3.095481223
P2A_PostISO005,#3 (Mono - Tx Red),0.018479951,0.00136839,0.271833333,0.029600113,0.395333333,0.063358241,0.700757492,0.123221693,0.073333333,0.017511901,5.022166667,2.817137087
P2A_PostISO005,#4 (Mono - Tx Red),0.007374043,0.003215478,0.171714286,0.034548103,0.283285714,0.043526675,0.625388259,0.187512864,0.067285714,0.007409775,4.745,3.316014928
P2A_PostISO005,#5 (Mono - Tx Red),0.016803081,0.00057474,0.297,0.028872132,0.602333333,0.038759085,0.494342325,0.052159997,0.078666667,0.019551641,4.4985,2.43106633
P2A_PostISO005,#6 (Mono - Tx Red),0.012525888,0.000448601,0.2942,0.018525658,0.4386,0.032913523,0.673713083,0.066066541,0.074,0.011401754,5.2682,2.940382237
P2A_PostISO005,#7 (Mono - Tx Red),0.00896082,0.000303175,0.304428571,0.012804389,0.470428571,0.046478874,0.653043334,0.076892464,0.088571429,0.018644545,4.828,2.281542095
P2A_PostISO005,#8 (Mono - Tx Red),0.013178737,0.004809188,0.27275,0.065094986,0.3915,0.045800811,0.69790816,0.154043637,0.08625,0.030207615,5.133875,2.580943041
P2A_PostISO005,#9 (Mono - Tx Red),0.001317199,,0.09,,0.18,,0.5,,0.06,,2.542,
P2A_PostISO005,#10 (Mono - Tx Red),0.007819718,0.000629822,0.283833333,0.039025206,0.3605,0.044992222,0.787269104,0.0500464,0.085,0.020736441,4.109833333,3.066871658
P2A_PreISO,#1 (Mono - Tx Red),0.008819838,0.000677391,0.706,0.123524626,0.746,0.114695248,0.943340671,0.02820707,0.111428571,0.055205245,6.131714286,2.695277086
P2A_PreISO,#2 (Mono - Tx Red),0.001778102,0.000455369,0.775,0.007071068,0.83,0.028284271,0.934422658,0.040362086,0.08,0,3.5375,2.88004592
P2A_PreISO,#3 (Mono - Tx Red),0.008580715,0.002500571,0.303666667,0.064441834,0.380333333,0.0345,0.791599182,0.117589964,0.085666667,0.024423349,3.911888889,3.061234491
P2A_PreISO,#4 (Mono - Tx Red),0.004704984,0.000366924,0.808,0.087761039,0.833,0.087342239,0.96976377,0.007320926,0.0975,0.068495742,5.912,2.645754839
P2A_PreISO,#5 (Mono - Tx Red),0.003751792,0.000469498,0.71325,0.238831007,0.83325,0.066183457,0.845462479,0.248169282,0.11775,0.038819025,4.94125,3.683821962
P2A_PreISO,#6 (Mono - Tx Red),0.006994724,0.000346411,0.361833333,0.062547315,0.919166667,0.039851809,0.392143419,0.053691721,0.185166667,0.065422983,4.9155,2.891824666
P2A_PreISO,#7 (Mono - Tx Red),0.005830868,0.000421893,0.800714286,0.024226117,0.836428571,0.031186841,0.957559299,0.011983667,0.138714286,0.026985887,5.434142857,2.161070524
P2A_PreISO,#8 (Mono - Tx Red),0.010886017,0.000599315,0.354428571,0.033773052,0.537428571,0.138212225,0.687245457,0.129555994,0.082857143,0.017994708,5.272571429,3.239396696
P2A_PreISO,#9 (Mono - Tx Red),0.004139142,0.000350757,0.941,1.57009E-16,0.976,0.007071068,0.964164648,0.006985321,0.205,0.007071068,5.6045,4.246176221
P2A_PreISO,#10 (Mono - Tx Red),0.006480642,0.002386218,0.276833333,0.099640186,0.367,0.037008107,0.736398221,0.232943467,0.08,0.012649111,5.177333333,3.304790079
P2A_PreISO001,#1 (Mono - Tx Red),0.013285333,0.001076613,0.348,0.022256085,0.4155,0.020824665,0.837146949,0.01591718,0.09525,0.026650516,3.3,3.093824279
P2A_PreISO001,#2 (Mono - Tx Red),0.011815627,0.006014514,0.3082,0.117030765,0.6644,0.10232937,0.488363829,0.208338728,0.072,0.010954451,2.9942,1.934143402
P2A_PreISO001,#3 (Mono - Tx Red),0.012484774,0.001505856,0.344,0.051739733,0.424,0.05086256,0.810057431,0.041704406,0.087333333,0.015821926,4.840333333,3.77772555
P2A_PreISO001,#4 (Mono - Tx Red),0.005562114,0.003640764,0.273142857,0.09065765,0.334571429,0.083302375,0.805806824,0.096958221,0.098571429,0.034364988,5.248285714,3.443443031
P2A_PreISO001,#5 (Mono - Tx Red),0.004931273,0.003223742,0.580333333,0.177003766,0.663666667,0.185014414,0.869148423,0.055942416,0.07,0.01,8.299666667,1.671795841
P2A_PreISO001,#6 (Mono - Tx Red),0.018410908,0.004383583,0.3535,0.029146183,0.405166667,0.019083151,0.871536845,0.03507119,0.068333333,0.004082483,4.536666667,3.324668204
P2A_PreISO001,#7 (Mono - Tx Red),0.011348988,0.000452343,0.377,0.018373895,0.6825,0.071172326,0.5573986,0.065027261,0.0785,0.013019217,4.995666667,3.519877365
P2A_PreISO001,#8 (Mono - Tx Red),0.008129003,0.000338327,0.340333333,0.070216332,0.643666667,0.074096784,0.525206401,0.059005613,0.090333333,0.019502137,6.491333333,4.171372716
P2A_PreISO001,#9 (Mono - Tx Red),0.005012018,0.001007215,0.170285714,0.049466198,0.383571429,0.041584681,0.440371839,0.101139962,0.088857143,0.032023057,5.378571429,3.292889048
P2A_PreISO001,#10 (Mono - Tx Red),0.005346602,,0.81,,0.87,,0.931034483,,0.25,,5.594,
P2A_Pre_ISO002,#1 (Mono - Tx Red),0.012642888,0.00036192,0.377,0.011269428,0.607333333,0.063799164,0.625755493,0.073443691,0.103333333,0.028867513,6.021333333,3.824645125
P2A_Pre_ISO002,#2 (Mono - Tx Red),0.008432408,0.002356732,0.230111111,0.049245417,0.404666667,0.045888452,0.567042975,0.090391034,0.08,0.012247449,4.754666667,3.450374472
P2A_Pre_ISO002,#3 (Mono - Tx Red),0.012463931,0.001489655,0.4265,0.086984399,0.61925,0.093868829,0.689575877,0.089340359,0.08,0.022677868,5.753125,2.931013254
P2A_Pre_ISO002,#4 (Mono - Tx Red),0.019181987,0.001040826,0.348666667,0.025812142,0.417,0.030291913,0.836260646,0.018566753,0.166833333,0.033229003,4.154833333,3.563499371
P2A_Pre_ISO002,#5 (Mono - Tx Red),0.007451755,0.001987934,0.3585,0.035630044,0.450333333,0.039702225,0.804831052,0.130725005,0.11,0.029664794,5.3275,3.356594152
P2A_Pre_ISO002,#6 (Mono - Tx Red),0.013295837,0.000767553,0.39,0.03,0.48,0.01,0.813160371,0.071615581,0.106666667,0.046188022,2.878666667,2.502230472
P2A_Pre_ISO002,#7 (Mono - Tx Red),0.009153534,0.00075125,0.910777778,0.022476531,0.966333333,0.025114737,0.942669032,0.016730396,0.143555556,0.016614084,5.468555556,2.747036272
P2A_Pre_ISO002,#8 (Mono - Tx Red),0.016333556,0.001497126,0.373333333,0.019663842,0.7055,0.039246656,0.529720069,0.025096787,0.128333333,0.031251667,4.777,3.748312847
P2A_Pre_ISO002,#9 (Mono - Tx Red),0.014341885,0.000117067,0.303666667,0.020256686,0.474,0.015716234,0.640749059,0.039807872,0.103666667,0.037287174,3.686333333,3.6234404
P2A_Pre_ISO002,#10 (Mono - Tx Red),0.006382813,0.006832959,0.470666667,0.290465718,0.684,0.219310282,0.708851688,0.349390661,0.083333333,0.032145503,5.214,3.780032672
P2A_Pre_ISO003,#1 (Mono - Tx Red),0.007137771,0.000475966,0.573666667,0.133492821,0.717,0.121148669,0.794285114,0.072317877,0.07,1.30185E-16,4.316666667,4.393090067
P2A_Pre_ISO003,#2 (Mono - Tx Red),0.012680261,0.000279859,0.3755,0.017330128,0.498,0.029922121,0.754714577,0.023257354,0.08025,0.008180261,4.78125,3.289140149
P2A_Pre_ISO003,#3 (Mono - Tx Red),0.010684095,0.000747763,0.392,0.020189106,0.572166667,0.041315453,0.687214393,0.047269164,0.0835,0.021482551,4.436666667,2.174164361
P2A_Pre_ISO003,#4 (Mono - Tx Red),0.00976078,0.000300853,0.3822,0.021545301,0.7408,0.145877346,0.543244207,0.174612905,0.074,0.016733201,5.6766,2.772389096
P2A_Pre_ISO003,#5 (Mono - Tx Red),0.012173852,0.004507229,0.303090909,0.064201954,0.408636364,0.026314531,0.743338707,0.149109656,0.090181818,0.021821174,5.934545455,3.15820523
P2A_Pre_ISO003,#6 (Mono - Tx Red),0.00677701,0.000326662,0.301666667,0.065853372,0.475,0.052440442,0.633602619,0.114351282,0.08,0.016733201,5.512333333,2.921384307
P2A_Pre_ISO003,#7 (Mono - Tx Red),0.005511172,0.004753209,0.5455,0.218495995,0.6555,0.176069589,0.816891207,0.113907394,0.095,0.021213203,6.55,0.700035713
P2A_Pre_ISO003,#8 (Mono - Tx Red),0.007219628,0.000975995,0.4,0.028284271,0.5405,0.0417193,0.740241013,0.004806782,0.065,0.007071068,7.0705,1.436133873
P2A_Pre_ISO003,#10 (Mono - Tx Red),0.011376875,0.000525009,0.37525,0.017613915,0.44525,0.028814059,0.845334191,0.064079517,0.08525,0.020742469,4.228,2.236505459
P2A_Pre_ISO004,#1 (Mono - Tx Red),0.002181231,0.00064873,0.677333333,0.084559644,0.747666667,0.055075705,0.9042866,0.063382676,0.080333333,0.020502032,4.016666667,3.081620732
P2A_Pre_ISO004,#2 (Mono - Tx Red),0.002278226,0.000562097,0.21525,0.106380998,0.8155,0.056512535,0.262156554,0.122057064,0.085,0.025166115,7.02525,2.634687505
P2A_Pre_ISO004,#3 (Mono - Tx Red),0.008826989,0.000286781,0.380333333,0.020502032,0.454,0.032357379,0.838534599,0.023637893,0.103333333,0.015275252,5.954666667,3.194020246
P2A_Pre_ISO004,#4 (Mono - Tx Red),0.010578959,0.000225461,0.355,0.023804761,0.43025,0.035780581,0.826201526,0.02801351,0.1,0.029439203,5.747,3.41975272
P2A_Pre_ISO004,#5 (Mono - Tx Red),0.005871762,0.000119533,0.398,0.027604347,0.65075,0.138372384,0.630046946,0.129794645,0.08775,0.027932955,5.47425,3.128351789
P2A_Pre_ISO004,#6 (Mono - Tx Red),0.006143113,0.002598442,0.54325,0.138589021,0.681,0.054772256,0.789956418,0.147636657,0.08525,0.019585284,5.25175,2.770403987
P2A_Pre_ISO004,#7 (Mono - Tx Red),0.009598139,0.000213587,0.3782,0.013461055,0.5064,0.06351614,0.754674969,0.080897973,0.078,0.017888544,3.3386,1.578672639
P2A_Pre_ISO004,#8 (Mono - Tx Red),0.007240689,0.003146656,0.340166667,0.108849284,0.488666667,0.089388292,0.688659351,0.200612002,0.08,0.015491933,4.908666667,2.608714294
P2A_Pre_ISO004,#9 (Mono - Tx Red),0.00745155,0.000614651,0.326833333,0.031562108,0.430166667,0.01673818,0.760817087,0.082510945,0.0685,0.007842194,5.761,2.887311206
P2A_Pre_ISO004,#10 (Mono - Tx Red),0.00622043,0.001921012,0.43,0.173012524,0.66325,0.096334054,0.63184537,0.153141442,0.0725,0.012583057,5.577,2.194813128
P2A_Pre_ISO005,#1 (Mono - Tx Red),0.00790299,,0.39,,0.59,,0.661016949,,0.1,,8.216,
P2A_Pre_ISO005,#2 (Mono - Tx Red),0.007757917,0.004173674,0.48275,0.205953676,0.66575,0.131314825,0.702748915,0.165340127,0.085,0.025166115,5.5845,3.339142455
P2A_Pre_ISO005,#3 (Mono - Tx Red),0.002590609,0.001023354,0.748,0.139171357,0.768,0.132017676,0.972274732,0.014361919,0.0775,0.017078251,4.26575,2.213950974
